11,-48,-2,0,3
46,-39,8,0,4
7,-49,12,0,4
36,-43,19,0,1
16,-47,18,0,3
4,-50,24,0,2
123,-6,15,0,4
119,-7,16,0,3
23,-46,29,0,2
12,-48,25,0,1
17,-47,21,0,2
102,-14,0,0,3
131,-2,0,0,3
112,-11,2,0,4
95,-17,12,0,2
136,0,25,0,4
142,4,27,0,2
127,-5,28,0,2
117,-8,27,0,2
92,-18,22,0,2
103,-14,22,0,2
89,-22,25,0,2
67,-31,22,0,2
35,-43,9,0,2
22,-46,28,0,2
5,-50,27,0,3
74,-29,20,0,2
110,-12,20,0,2
98,-16,24,0,2
126,-5,25,0,1
114,-10,24,0,2
90,-20,8,0,2
62,-32,15,0,3
56,-35,10,0,3
72,-30,17,0,3
64,-32,28,0,1
75,-28,28,0,2
63,-32,19,0,2
44,-40,5,0,2
47,-39,25,0,2
48,-38,13,0,2
59,-34,18,0,3
88,-22,18,0,1
96,-17,28,0,3
104,-14,28,0,2
93,-18,27,0,2
177,26,-46,0,2
180,29,-37,0,2
172,22,-30,0,4
158,15,-35,0,1
147,8,-37,0,2
153,11,-28,0,1
168,19,-11,0,1
141,4,-8,0,2
140,3,-5,0,3
150,10,-16,0,3
155,11,-15,0,3
151,10,-15,0,3
154,11,-16,0,1
222,48,-25,0,2
201,41,-27,0,3
212,46,-38,0,4
211,46,-46,0,2
218,47,-46,0,2
217,47,-47,0,4
171,22,-38,0,2
144,6,-44,0,4
134,0,-34,0,3
128,-3,-31,0,2
121,-6,-36,0,2
118,-7,-46,0,1
137,2,-49,0,1
149,9,-47,0,2
175,24,-44,0,3
181,29,-33,0,2
219,47,-37,0,4
214,46,-27,0,2
200,40,-32,0,2
213,46,-34,0,2
186,33,-33,0,3
189,35,-30,0,1
193,36,-44,0,4
179,27,-41,0,2
188,35,-38,0,2
185,32,-37,0,2
65,-31,-49,0,2
76,-26,-50,0,2
85,-22,-48,0,1
60,-33,-30,0,2
53,-36,-43,0,2
41,-40,-40,0,4
39,-40,-50,0,1
50,-37,-40,0,2
40,-40,-44,0,4
1,-50,-43,0,1
70,-30,-29,0,2
71,-30,-25,0,2
33,-43,-33,0,2
9,-48,-38,0,2
24,-45,-49,0,2
2,-50,-40,0,2
8,-48,-43,0,2
25,-45,-45,0,2
45,-39,-37,0,2
51,-37,-36,0,4
68,-30,-42,0,2
42,-40,-27,0,2
6,-49,-18,0,3
21,-46,-19,0,2
20,-46,-20,0,1
34,-43,-11,0,2
37,-41,-30,0,2
58,-34,-27,0,2
52,-37,-27,0,2
31,-44,-29,0,1
32,-44,-26,0,3
19,-46,-26,0,2
26,-45,-17,0,2
27,-45,-10,0,1
10,-48,-20,0,1
15,-47,-22,0,2
54,-36,-11,0,4
69,-30,-34,0,2
49,-37,-46,0,2
13,-47,-46,0,2
29,-44,-48,0,4
30,-44,-39,0,2
14,-47,-25,0,2
3,-50,-3,0,4
61,-32,-8,0,2
28,-45,-7,0,2
18,-46,-28,0,1
81,-24,-50,0,2
66,-31,-39,0,1
55,-35,-46,0,4
78,-25,-42,0,1
99,-15,-41,0,3
111,-11,-38,0,3
184,29,28,0,4
183,29,19,0,2
198,39,-2,0,2
191,35,-6,0,2
194,37,-10,0,3
190,35,-14,0,2
197,38,-14,0,3
209,45,-7,0,2
195,37,0,0,2
187,33,17,0,2
199,39,20,0,2
204,42,16,0,2
210,45,0,0,4
220,47,-9,0,3
223,48,-15,0,2
215,46,-21,0,3
208,45,-19,0,2
205,43,-10,0,2
224,48,2,0,2
216,46,3,0,2
225,48,24,0,2
202,41,27,0,2
192,35,28,0,2
196,37,24,0,2
221,47,21,0,2
